id,name,text,Fecha muerte,Fecha beatificación / canonización,source,,
14,África (alegoría),"La pintura alegórica de los cuatro continentes simbolizaba las cuatro partes del mundo. Los continentes se representaban generalmente con forma de mujer, un animal simbólico y flora y fauna representativa. Africa se representaba en una mujer negra sobre un elefante, y animales que representaban su fiereza.",,,,,
324,Santidad femenina,"La santidad femenina tiene un desarrollo histórico distinto a la masculina. En principio también se le rindió culto a las mártires, pero desde el siglo IV hasta al menos el siglo XIII fueron pocas las mujeres objetos de santidad. Con la aparición de la idea del laico en la baja Edad Media, se incrementó el número de mujeres santas, principalmente reinas y religiosas de las nuevas ordenes mendicantes. De cualquier modo, en un número muy inferior a los santos hombres.",,,,,
12,Afrodita,"En la mitología griega, la diosa de la belleza, del deseo y del amor.",,,,,
339,Lamentación,"Similar al cristo muerto, en la lamentación se representa el dolor causado por su pasión y muerte a través de la inclusión de personajes que hacen compañía al cuerpo.",,,https://losingeniosdelpincel.uniandes.edu.co/pintar-el-viacrucis/ ,,
340,"Laureano, San","Obispo de Sevilla entre el 522 y el 539.  Es perseguido y capturado en la ciudad francesa de Vatan por Totila el rey de los Ostrogodos, seguidor del arrianismo, quien lo ordena decapitar.",546,sf - 1297,https://es.wikipedia.org/wiki/Lauriano_de_Vatan ,,
341,Lavatorio de pies,"El lavatorio de pies es una ceremonia litúrgica celebrada el Jueves Santo de la Semana Santa. De esta manera se recrea el pasaje bíblico en el que Jesús lava los pies a los apóstoles. En la pintura colonial se relaciona alegóricamente con la penitencia y el perdón, y, por esta razón, con la penitencia sacramental.",,,https://losingeniosdelpincel.uniandes.edu.co/la-vida-publica-de-jesus/ ,,
342,Catalina de Siena,"Nace en Siena hacia 1347. Su vida tiene todos los elementos tradicionales de las santas monjas medievales y barrocas: Desde su infancia Catalina tiene visiones y practica austeridades extremas. Después de tres años de visitas celestiales y una conversación familiar con cristo, experimentó la experiencia mística conocida como las ""bodas místicas"". Atendió a los enfermos, especialmente aquellos infectados de peste. A los 17 años entra en la tercera orden de santo Domingo. Según la leyenda, en sus trances recibió la misión de intervenir en asuntos políticos, principalmente contribuyó a llevar al papa Gregorio XI a Roma, desde Aviñón. En 1375, recibió los estigmas, marcas que no aparecieron exteriormente en su cuerpo mientras vivió, según la tradición. Autora de diversos textos en tocano.",1380,sf - 1461,,,
343,Letanías,"Son una forma de oración cristiana que se hace invocando a Jesucristo, a la Virgen o a los santos como mediadores, en una enumeración ordenada y repetitiva. Las letanías a la virgen en la pintura colonial, de carácter emblemático en el sentido que combinan imagen y texto, son escasas por ser un tema tenuemente localizado. La mayor parte de las letanías hacen parte de cuatro series conocidas para toda América, en el siglo XVIII.  ",,,https://losingeniosdelpincel.uniandes.edu.co/alegorias-de-la-virgen/ ,,
344,Levantamiento de la cruz,"Escena de la crucifixión, es el momento en que Jesús está siendo clavado y luego es levantado del suelo. ",,,https://losingeniosdelpincel.uniandes.edu.co/pintar-el-viacrucis/ ,,
345,"Liborio de le Mans, san","Fue obispo de Le Mans durante el siglo IV, cargo que ocupó durante cerca de 49 años. Según la tradición se le atribuyen diversos milagros a sus restos y su tumba.",396,,https://www.es.catholic.net/op/articulos/37323/liborio-de-le-mans-santo.html#modal ,,
346,Virgen de Almudena,"Advocación mariana y patrona de la Arquidiócesis de Madrid. Según la tradición popular, fue encontrada en el año 1085 durante la conquista de la ciudad de Madrid por el rey Alfonso VI de León en uno de los torreones de la muralla, donde ante la inminente llegada de los musulmanes, los cristianos del siglo VIII escondieron la imagen de la Virgen junto a dos cirios encendidos. Este relato carece de fundamento histórico pues el asentamiento y las murallas fueron de origen musulmán del siglo XI. ",,,https://artedemadrid.wordpress.com/2019/11/09/origen-de-la-virgen-de-la-almudena/,,
347,"Limbania virgen, santa","Santa del siglo XIII. Nacida en Chipre, escapó de su matrimonio arreglado e ingresó al Convento de San Tommaso en Génova. Allí se desatacó por su dedicación al cuidado de los animales y los trabajadores del puerto.",,,https://it.wikipedia.org/wiki/Santa_Limbania ,,
348,"Lorenzo, san","Fue uno de los siete diáconos de Roma y Mártir del siglo III. En el año 257 el emperador Valeriano publicó un decreto de persecución y muerte a los cristianos, bajo el cual el Papa San Sixto fue asesinado, días más tarde San Lorenzo fue martirizado quemándolo vivo. ",258,,https://www.aciprensa.com/recursos/biografia-2916 ,,
349,"Loreto, Virgen de","Advocación a la imagen de la virgen que se expone en el santuario de Loreto, Italia. Según la tradición popular, la “sagrada casa” (vivienda de María y Jesús en Nazaret) fue trasladada a Dalmacia por un grupo de ángeles para salvarla de la invasión musulmana a tierra santa. En 1254 la casa se movió nuevamente a la región de Ancona, donde se construyó el actual santuario.",,,http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-09272018000200123  ,,
350,"Luis Beltrán, san","San Luis Bertrán Eixarch. Santo español de la orden de los dominicos. Fue misionero en América, en la región del bajo Magdalena. En 1568 fue elegido Prior del convento de Santo Domingo, en Santa Fe de Bogotá, desde donde condenó la brutalidad de los encomenderos a los indígenas. ",1581,1608 - 1671,https://www.aciprensa.com/santos/santo.php?id=303,,
351,"Luis de Tolosa, san","También conocido como San Luis de Anjou, San Luis de Nápoles o San Luis Obispo.  Fue un santo católico italiano, hijo del rey Carlos II de Nápoles y Sicilia. Fue obispo de Toulouse desde el 29 de diciembre de 1296 hasta su muerte. Se le atribuyen curaciones milagrosas.",1257,1317,https://es.wikipedia.org/wiki/Luis_de_Tolosa ,,
352,Macabeos,"Familia sacerdotal que bajo la dirección de Matatías que luchó y consiguió la independencia de Antíoco IV Epífanes quien quería imponer a sus súbditos judíos el paganismo griego. Después de conseguir la independencia judía gobernaron la nación,  creando la dinastía Asmodea, hasta ser derrocada por Herodes el Grande.  ",,,https://ec.aciprensa.com/wiki/Los_Macabeos ,,
354,Virgen de la Antigua,"Advocación mariana, representa a la virgen con el niño y una Rosa Blanca. El origen de su advocación es incierto ya que los relatos son muy variados  La imagen más conocida se encuentra en la Catedral de Sevilla, sin embargo su culto se expandió en América, encontrando imágenes y replicas en Colombia, Panamá, Bolivia, Perú, México y República Dominicana. ",,,http://www.museocolonial.gov.co/colecciones/piezas-del-mes/Paginas/01-julio-MC-PiezaMes.aspx,,
356,Mandamientos,"Decálogo de normas, principios éticos y de adoración, de gran importancia para el judaísmo y el cristianismo. Según el libro del Éxodo, Dios escribió estos mandatos en dos tablas de piedra, las que dio a Moisés en el Monte Sinaí",,,https://es.wikipedia.org/wiki/Diez_Mandamientos,,
357,"María Cervelló, santa","fue una religiosa catalana de la Orden Mercedaria. Se le atribuye el don de la profecía y del milagro. También conocida como María del Socorro, debido a los relatos de que fue vista, en vida y después de muerta, ir sobre las alas del viento en ayuda de las naves.",1290,sf - 1692,https://www.ecured.cu/Mar%C3%ADa_de_Cervell%C3%B3 ,,
359,"Margarita de Cortona, santa",fue una franciscana de la Tercera Orden. Se le destaca por llevar durante la  durante su primeros años una vida “pecaminosa” y durante la segunda mitad de su vida una actitud de sacrificio y piedad. Se le atribuyen éxtasis y capacidad de obrar milagros. ,1297,sf - 1728,https://es.catholic.net/op/articulos/35843/margarita-de-cortona-santa.html#modal ,,
360,"Brígida de Suecia, santa","Mujer perteneciente a la nobleza, viuda a la edad de cuarenta años tras haber dado a luz a ocho hijos. Se retira entonces a un convento cisterciense y comienza a tener las primeras visiones. En 1346, funda la orden de San Salvador (también denominada del Redentor). Es la madre de santa Catalina de Siena que comparte su vida religiosa y muere ocho años después de ella.",1373,sf - 1391,,,
361,"Lutgarda, Santa","es una de las primeras propagadoras de la devoción del Sagrado Corazón de Jesús. Describió que tuvo una visión de Jesucristo, quien le mostraba la herida de su costado. Esta aparición es considerada como la primera visión medieval del Sagrado Corazón de Jesús. Según la tradición tuvo el don de lenguas y de sanación, numerosas experiencias místicas, visiones, levitaciones, éxtasis y estigmas. ",,,,,
362,"Matilde, santa","Monja cisterciense, mística de Sajonia del siglo XIII. Ingresó a los siete años a la vida monástica junto a su hermana Gertrudis de Hackeborn. Se desempeñó como maestra de novicias y del coro. Su vida y experiencias místicas fueron recogidas por sus compañeras en Libro de la Gracia Especial antes de su muerte. ",1299,,https://es.wikipedia.org/wiki/Matilde_de_Hackeborn,"Busqué en Arca, una de las imágenes es de matilde Hackerborn Id:6012, la otra parece ser de la reina matilde (la de Ringel...) pero no estoy tan seguro, hice las dos, pero tocaría crear entradas separadas",
364,Virgen de los Ángeles,"Título que recibe por tradición la virgen, pero además es una advocación relacionada con su carácter asuncionista. El culto a la virgen como reina de los ángeles posiblemente se inició hacia el siglo IV. En América tiene culto especialmente en Costa Rica. En 1635 fue hayada una imagen mestiza de esta advocación, iniciándose un extendido culto.",,,,,
365,Virgen Hilandera,"Una de las representaciones del tema mariológico de la niñez y familia de la Virgen María, constituyéndose como un tópico muy indiano. La Virgen hilandera solo se produce en Perú y Charcas. Las fuentes iconográficas que inspiraron esta composición son los Evangelios Apócrifos, donde aparece en el Protoevangelio de Santiago, cómo los sacerdotes del Templo de Jerusalén encargaron a la Virgen niña hacer el velo del Templo. ",,,https://www.museodelprado.es/coleccion/obra-de-arte/la-virgen-nia-hilando/6a2c0ac5-b96d-415f-9343-aeb4eaf983b3        https://losingeniosdelpincel.uniandes.edu.co/la-vida-de-maria-concepcion-e-infancia/ ,aun no estoy seguro si si esta correcta y es la virgen ni;a hilandera,
366,Bautismo de Jesús,"Episodio que marca el inicio del ministerio público de Jesús, quien va al rio Jordán a ser bautizado por su primo Juan el Bautista. Al salir Jesús del agua el espíritu de Dios se manifiesta en forma de paloma descendiendo del cielo, quien lo reconoce como su hijo. El suceso es mencionado en los cuatro evangelios canónicos.",,,https://es.wikipedia.org/wiki/Bautismo_de_Jes%C3%BAs   ,,
367,Bodas de Canáan,"Descrito como el primer milagro realizado por Jesús, es narrado únicamente por el Evangelio de Juan. Durante una boda en Caná de Galilea a la que también asistían su madre y sus discípulos se agota el vino, Jesús por solicitud de María convierte seis tinajas de agua en vino.",,,https://es.wikipedia.org/wiki/Bodas_de_Can%C3%A1,,
368,"Jesús, Milagros de","Situaciones sobrenaturales atribuidas a Jesús. Se pueden clasificar en cuatro grupos: curaciones (grupales e individuales), exorcismos, resurrección de los muertos (entendidas como reanimaciones y retorno a la vida anterior) y el control sobre la naturaleza (en los que demuestra autoridad sobre las fuerzas naturales). Los evangelios apócrifos añaden milagros a Jesús, como nuevas resurrecciones y milagros durante su infancia. ",,,"https://rpp.pe/mundo/actualidad/videos-cuales-son-los-milagros-mas-famosos-atribuidos-a-jesus-noticia-1043786 
https://es.wikipedia.org/wiki/Milagros_de_Jes%C3%BAs ",,
369,"Maria de Jesús Tomelin, venerable","Monja nacida en Nueva España y afiliada al Convento de la Inmaculada Concepción en la ciudad de Puebla. Entre las obras milagrosas que se le atribuyen están sus constantes éxtasis, sus dones de bilocación, sus profecías, su capacidad de ver sucesos distantes, de descubrir acciones ocultas y de leer el pensamiento. También se le llama “el lirio de puebla”, planta con el que se le suele representar. ",1637,,https://mexicana.cultura.gob.mx/es/repositorio/detalle?id=_suri:MNV:TransObject:5bce8af57a8a02074f8343ff ,,
370,Pedro salvado de las aguas,"Relato evangélico que narra cómo los discípulos fueron enviados a cruzar un gran cuerpo de agua, mientras Jesús se terminaba de orar, quedando atrapados por una tormenta. Jesús los alcanzó caminando sobre las aguas. Al no poder  reconocerlo plenamente Pedro solicita que le permita ir caminando hacia él para confirmar su identidad. En un comienzo Pedro logra caminar sobre el agua, pero debido al miedo se hunde y es rescatado por Jesús. ",,,"Mateo 14, 22-36",,
371,Mártires del Japón y Jerusalen,"Católicos que fueron perseguidos en Japón, principalmente entre el siglo XVI y XVII. Misioneros jesuitas, dominicos y franciscanos entre otros, comenzaron a evangelizar en Japón en 1543. La persecución inicia en 1587 ante el avance del cristianismo, se calculaban cerca de 300 mil cristianos a finales del siglo XVI, destacándose ejecuciones masivas (1597, 1622, 1637).",,,"http://es.catholic.net/op/articulos/61961/cat/1239/205-martires-de-japon.html#modal 
https://es.wikipedia.org/wiki/Historia_de_la_Iglesia_cat%C3%B3lica_en_Jap%C3%B3n#Los_inicios ","no enconté a los martires de jerusalen, solo están los de japón.",
372,Martirologio masculino antiguo,"Representan el primer modelo de santidad que apareció con la Iglesia Primitiva, y la primera forma de significar el sentido del cristianismo: imitar a Cristo hasta la muerte. Mártires son aquellos creyentes que sufrieron muertes ignominiosas infringidas por un tercero, el verdugo, por el acto de no renegar de la fe. A partir de la década de 1580 se redescubrieron las catacumbas romanas, lo que dió por resultado la barroquización del mártir y un florecimiento de su culto.",,,https://losingeniosdelpincel.uniandes.edu.co/los-martires/,,
373,Martirologio masculino moderno,"La barroquización del mártir de la ioglesia primitiva, permitió el resurgimiento del ideal de martirio. La expansión de Europa hacia América, Africa y Asia conllevó nuevas misiones y nuevos infieles. Los misioneros que murieron a manos de los turcos, los japoneses, los musulmanes del Magreb y, a manos de los indígenas de las recién descubiertas tierras americanas, fueron exaltados como los mártires de la nueva Iglesia. ",,,https://losingeniosdelpincel.uniandes.edu.co/los-martires/,,
374,Mater Amabilis,"Se trata de una de las formas más características de la Virgen con el niño. Presenta a la virgen de medio cuerpo, vistiendo vestido rojo y manto azul, llevando al niño en muy diversas posturas, muchas de ellas llaman la atención por la ternura. No hay fuente narrativa identificable, se trata de un tema devocional tradicional en la Iglesia y en la iconografía cristiana, especialmente heredado de la Italia del siglo XV.",,,,,
375,"Matías, san","Personaje Biblioc del Nuevo Testamento. Según los Hechos de los Apóstoles, fue elegido como reemplazo de Judas Iscariote y nombrado como el doceavo Apóstol. Es el único apóstol que no fue llamado por Jesús, ya que fue nombrado después de la resurrección y antes de la venida del Espíritu Santo sobre la Iglesia primitiva.",80,,https://www.aciprensa.com/santos/santo.php?id=145 ,,
376,Milagros de la Virgen,"En la tradición católica, la virgen cumple el rol de intercesora entre Dios Hijo, segunda persona de la trinidad, y los hombres. Si bien la tradición afima que el unico capaz de obrar milagros es la Divinidad, la cercanía de María a la figura de Jesús a hecho que se le relacione con todo tipo de hechos milagrosos. ",,,https://es.catholic.net/op/articulos/5323/la-intercesion-de-maria-esta-fundamentada-en-la-biblia#modal,Revisar si está bien.,
377,Milagros san Miguel,La leyenda cuenta que el arcángel san Miguel se le apareció al indígena Diego Lázaro en el pueblo de san Bernabé Capula en 1631. En el lugar brotó una fuente milagrosa que curaba enfermos. Allí se levantó la iglesia de san Miguel del Milagro. ,,,,,
378,Milagros Virgen Cayma,"La virgen de la candelaria de Cayma es una importante devoción de comienzos del siglo XVII. De acuerdo a su fama de milagrosa, tuvo un significativo culto que dejó un número importante de pinturas exvotos de sus milagros. ",,,,,
380,Milagros Virgen Guápulo,El santuario de la Virgen del Guápulo tuvo un crecimiento de su fama en el siglo XVIII. Se trasladaba su imagen a la ciudad especialmente en aquellos momentos difíciles o cuando se requiería un milagro. Muchos de estos milagros quedaron plasmados en pinturas que rememoran el acontecimiento. ,,,"Hector Schenone. Santa María. Buenos Aires: Educa, 20078.",,
381,Milagros Virgen Ocotlán,"El santuario de la Virgen de Ocotlán tuvo un importante auge como centro de peregrinación y milagros, especialmente en el siglo XVIII. Además de la representación de la Virgen, el relato de la aparición es tan importante, que es un tema iconográfico importante, en el cual se representa el momentto de la aparición o su historia frente a Juan Diego.",,,,,
382,Milagros Virgen Pomata,"Desde la época colonial, la virgen del Rosario de Pomata fue objeto de veneración y sus pinturas se reprodujeron en grandes cantidades. Una de las muestras de su devoción es el conjunto de pinturas dedicadas, como exvoto, a agradecer o evidenciar milagros acaecidos bajo su advocación.",,,"Héctor Schenone. Santa María. Buenos Aires: Educa, 2008.",,
383,Pesca milagrosa,"Acontecimiento vinculado a la vida pública de Jesús. Se trata de varios relatos con el tema de la pesca, cuya alusión alegórica es al mantener la fe. Los apóstoles no logran pescar, y en el lugar que Jesús les indica, allí sacan una cantidad considerable de peces. El hecho se ubica en el mar de Tiberiades.",,,,,
384,"Miniaturas, Pintura en ","Considerado como una técnica, era elaborada sobre una pequeña superficie plana y lisa, como vidrio, porcelana, mármol, vitela, etc. Es más común en territorios anglosajones, relacionándose con la secularización del relicario católico. La pintura puede permanecer con su dueño, consolidándose como algo reservado y como objeto personal. Esto también la destaca como pintura de recordatorio. El modelo visual es un retrato de busto sobre un fondo neutro o indefinido. ",,,https://losingeniosdelpincel.uniandes.edu.co/retrato-para-recordar-las-miniaturas-y-el-retrato-mortuorio/ ,,
385,Mística y devociones,"Estas pinturas se caracterizan porque no pueden clasificarse dentro de las temáticas tradicionales. Su elemento en común, es que se relacionan con la mística y la renovación de los valores católicos. Este tipo de temas, por su cercanía con la alegoría, no tenían una circulación popular. Estaban restringidas y vigiladas en función de unos cuantos que buscaban la salvación, como los que llevaban vida eclesiástica o conventual masculina y femenina, quienes tenían la cultura teológica suficiente para comprender su mensaje.",,,https://losingeniosdelpincel.uniandes.edu.co/mistica-colonial-y-cultura-visual/,,
386,Multiplicación de los panes,"Uno de los milagros más conocidos de Jesús. Según el relato fue capaz de alimentar a una gran multitud con una cantidad pequeña de panes y peces. El suceso está contado seis veces en los Evangelios: una vez en cada texto mientras que Mateo y Marcos mencionan una segunda multiplicación. Este milagro tiene fuertes signos mesiánicos, proféticos y litúrgicos.",,,https://es.wikipedia.org/wiki/Multiplicaci%C3%B3n_de_los_panes_y_los_peces ,,
387,"Moral pecado y redención, tema","Estas pinturas pueden ser alegóricas, o descriptivas, pero la intención formal era que la persona pudiera establecer una relación entre su conciencia y su situación de pecado  para lograr una reflexión sobre la condición de su alma y posibilidades de redención. Presenta tres subconjuntos temáticos: pinturas que retratan y representan el alma; las relacionadas con mostrar al sujeto pecador y el estado de los pecados; y pinturas que establecen parámetros para meditar en cómo salvarse o redimirse. La pintura implementa ampliamente elementos de escritura",,,,,
389,"Bernardino de Siena, San",fue un predicador italiano y misionero franciscano. Rechazó varias veces puestos de alto rango religioso para poder seguir con la labor misionera en toda Italia.,1444,sf - 1450,https://www.aciprensa.com/recursos/biografia-4676 ,,
390,Naturaleza muerta,"Los temas relacionados con las naturalezas muertas son raros en la pintura colonial. Fue uno de los predilectos del Barroco español, para el cual los bodegones —escenas de objetos inanimados— hacían parte de la narración del vanitas, representaban la frugalidad de la vida y lo temporal de los poderes. Este tipo de pintura tenía un alto contenido moral.",,,,,
391,"Felipe Neri, San","Sacerdote y músico italiano,  llamado el Apóstol de Roma, fue el fundador de la Congregación del Oratorio. ",1595,sf - 1622,https://www.aciprensa.com/recursos/biografia-4715 ,,
393,"Francisco de Asís, san","Nació en Asís (Italia), en el año 1182. Después de una juventud disipada en diversiones, se convirtió, renunció a los bienes paternos. Abrazó la pobreza y vivió una vida evangélica, en el contexto de las grandes herejías dulaistas del siglo XIII y en una sociedad de creciente riqueza. Sus normas fueron aprobadas por la Santa Sede, lo que derivó en la fundación de la orden franciscana. Bajo su influencia, Santa Clara funda las Clarisas y más tarde una orden para laicos, la Tercera Orden.",1226,,www.corazones.org,,
394,Cristo y el encuentro con la Virgen y mujeres,"Relato del evangelio de San Lucas, según el cual, durante su camino al calvario Jesús se encuentra con varias mujeres de Jerusalem, quienes lloran por él. No obstante, Jesús se dirije a ellas y les da palabras de consuelo. Se estableció como la octava estación del Viacrucis. ",,,https://www.vatican.va/news_services/liturgy/2005/via_crucis/sp/station_08.html ,,
395,Naves,"Las naves de la iglesia son artefactos visuales que, como su nombre lo indica, tratan de alegorizar un aspecto central: la Iglesia. Se trata de una alegoría a la inmensidad del mar en el cual un barco representa a la Iglesia y la salvación, en cuyo mástil central está el Cristo crucificado; la nave timoneada, como la Iglesia, por Pedro, navega por el mar de la incertidumbre, el peligro y el mal. ",,,https://losingeniosdelpincel.uniandes.edu.co/tres-ausencias-emblemas-naves-y-triunfos/,,
396,"Niños muertos, pintura de","Tema de la pintura secular de recordatorio. El retrato mortuorio tenía dos modelos, pintar el cuerpo fallecido como si aún viviera pero con los ojos cerrados o pintar al sujeto sobre un ataúd. De esta última, en la pintura de niños es más común las representaciones de cuerpo completo.",,,https://losingeniosdelpincel.uniandes.edu.co/retrato-para-recordar-las-miniaturas-y-el-retrato-mortuorio/ ,,
397,Noli me tangere,"Frase del evangelio de san Juan, que aparece en la Vulgata (traducción de la biblia hebrea y griega al latín) dicha por Jesús resucitado a Maria Magdalena. Se puede traducir como ""no me toques, que todavía no he subido al Padre "" o ""no me retengas…"". Es un tema frecuente en el arte cristiano, en la pintura de niños es más común las representaciones de cuerpo completo. ",,,"https://es.wikipedia.org/wiki/Noli_me_tangere
https://educacion.ufm.edu/correggio-noli-me-tangere-oleo-sobre-tabla-1518/  ",,
398,"Norberto, san",Norberto de Xanten. Fundador de la orden de canónigos regulares Norbertinos o Premonstratenses. Fue parte de la corte de Enrique V.,1134,sf - 1582,https://www.ecured.cu/San_Norberto ,,
399,"Ocotlán, Virgen de","Advocación a la virgen de la zona de Tlaxcala. Según la tradición, se le apareció a un indígena (Juan Diego) en 1534 dentro de un bosque, guiándolo hacia un manantial milagroso que curó a su pueblo de una plaga. Al día siguiente, cuando él volvió con las autoridades religiosas vieron un árbol que se quemaba sin consumirse. Al cortar el árbol apareció una estatua de la Virgen.",,,https://tlaxcalacultural.com/2020/05/03/virgen-de-ocotlan/   ,,
400,Cristo y la mujer adúltera,"Relato del Evangelio de Juan, en el cual los escribas y fariseos intentan poner a prueba a Jesús. Estos le presentan a una mujer adúltera que debería ser lapidada según la ley de Moisés. Jesús avergüenza a los acusadores, y evita la ejecución. Este pasaje da origen a la frase: ""quien esté libre de culpa, que tire la primera piedra"". ",,,https://www.biblegateway.com/passage/?search=Juan%207%3A53-8%3A11&version=RVR1960 ,,
331,"Cirilo de Jerusalén, san","Obispo de Jerusalén durante el siglo IV. Debido a su apoyo a doctrina de Nicea durante su obispado tuvo diputas con el Obispo de Cesarea y con los seguidores del arrianismo, llegando a ser depuesto y vivir en el exilio.",386,,https://ec.aciprensa.com/wiki/San_Cirilo_de_Jerusal%C3%A9n,,
402,Parábolas de Jesús,"Breves narraciones sobre hechos cotidianos dichas por Jesús que encierran una lección moral y religiosa, revelando una verdad espiritual mediante la comparación. Se encuentran principalmente en los evangelios de Mateo, Marcos y Lucas, aunque también en los evangelios apócrifos como el de Tomas o Santiago. ",,,http://www.es.catholic.net/op/articulos/18796/las-parabolas-de-jesus.html#modal ,,
403,Orden Franciscana,"Hace referencia a un conjunto de Órdenes religiosas mendicantes que siguen el ideario de san Francisco de Asís. Abarcan la primera orden: Orden de Frailes Menores, Frailes Menores Conventuales y los Hermanos Menores Capuchinos. En la segunda orden están las hermanas pobres de santa Clara. En la tercera orden están la orden franciscana seglar y la franciscana regula. Sus integrantes hacen votos de pobreza, castidad y obediencia.",,,https://ofm.org/es/orden/ ,,
404,Series de la Pasión,"Representan la Pasión de Cristo contenida en un conjunto de imágenes de manera secuencial. Permiten observar formas de concebir el viacrucis, pues la mayoría se vinculaba con las escenas de la pasión, comenzando con la última cena. Al igual que las devociones, las series manifiestan una parte del sentir popular, ya que a diferencia de series de otros temas, estaban destinadas para la función popular de la oración.  ",,,https://losingeniosdelpincel.uniandes.edu.co/series-y-advocaciones-a-la-pasion-de-cristo/ ,,
405,Pablo ermitaño,"Pablo de Tebaida o Pablo el Egipcio. Considerado como el primer ermitaño. Buscó refugio en los desiertos de Tebaida ante la persecución de Decio, allí paso el resto de su vida. Fue cercano a san Antonio Abad.",341,,https://www.museodelprado.es/coleccion/obra-de-arte/san-pablo-ermitao/034011e2-0773-4f0c-ab86-7d5cf2723a25 ,,
406,"Ignacio de Loyola, San","Militar y religioso vasco, nació en 1491 en Loyola. Su vida transcurrió primero entre la corte real y la milicia; luego se convirtió y estudió teología en París, donde se le juntaron los primeros compañeros con los que había de fundar más tarde en Roma la Compañía de Jesús. Ejerció un fecundo apostolado con sus escritos y con la formación de discípulos, que habían de trabajar intensamente por la reforma de la Iglesia. ",1556,sf - 1622,http://www.corazones.org/santos/ignacio_loyola.htm,,
407,"Joaquín, san ","Una tradición del siglo II atribuye los nombres Joaquín y Ana como padres de la Virgen María. El culto a santa Ana se introdujo en la Iglesia oriental en el siglo VI, pero el culto a san Joaquín es más reciente. Solo aparecen en el Protoevangelio de Santiago, en el Seudo Mateo y en el de la Natividad de la Virgen. ",Siglo I,,,,
408,Pablo y Pedro,"San Pedro apóstol y san Pablo, considerados los dos pilares de la iglesia de Roma debido a sus múltiples obras de evangelización. Ambos santos padecieron martirio en dicha ciudad. La iglesia católica los celebra en la misma fiesta, como un nuevo ejemplo de hermandad. ",,,https://www.aciprensa.com/noticias/claves-para-entender-por-que-san-pedro-y-san-pablo-se-celebran-juntos-44543 ,,
355,"Cirilo de Alejandria, san","Eclesiástico romano, nacido en Egipto a finales del siglo IV. Fue patriarca de Alejandría desde 412 a 444. Durante su episcopado continuó con la lucha entre las sedes de Alejandría y Constantinopla, y aumentó la presión contra los paganos, herejes y judíos.",444,,https://es.wikipedia.org/wiki/Cirilo_de_Alejandr%C3%ADa,"vi las imagenes de Arca, habia tres personas diferentes. ",
410,Padres de la Iglesia,"son un grupo de sacerdotes, teólogos y escritores eclesiásticos cristianos, entre los siglos I y VIII. Su conjunto de doctrina es considerado testimonio de la fe y de la ortodoxia en el cristianismo",,,,,
411,Padres del desierto,"También conocidos como Padres del yermo, o de la Tebaida, son los monjes, ermitaños y anacoretas cristianos de los siglos III y IV que decidieron abandonar las ciudades y retirarse a vivir en la soledad en los desiertos de Siria y Egipto. Los primeros ermitaños tomaron esta vida al huir de las persecuciones, pero rápidamente se convirtió en modelo de vida que giraba en torno al sacrificio, la reflexión y la penitencia, que posibilitaría una paz interior y una “unión mística” con Dios.",,,"https://es.aleteia.org/2017/05/16/quienes-eran-los-padres-del-desierto-y-por-que-son-importantes/ 
https://es.wikipedia.org/wiki/Padres_del_Desierto ",,
401,Conversión de san Pablo,"Relatada en el libro de Hechos de los Apóstoles, narra cómo Jesús aparece frente a Saulo de Tarso en el camino a Damasco, tirándolo del caballo. Saulo era un ferviente fanático del Judaísmo y persiguió a muerte a los cristianos. Tras el encuentro, Saulo queda ciego, siendo sanado y bautizado por Ananías en Damasco, tomando el nombre de Pablo. ",,,https://www.biblegateway.com/passage/?search=Hechos%209&version=RVR1960 ,,
414,Jesús con la mujer samaritana,"Pasaje evangélico en el cual Jesús se encuentra con una mujer samaritana en el Pozo de Jacob, cerca de la ciudad de Sicar. Mientras hablan Jesús comenta sobre la “verdadera agua” que proviene de él y que otorga vida eterna, de los lugares de adoración (tema álgido entre judíos y Samaritanos) y la llegada del Mesías. Finalmente, Jesús se proclama Mesías y la mujer creyéndole trae a los habitantes de la ciudad para que lo escuchen. ",,,"Juan 4, 1-42
https://www.biblegateway.com/passage/?search=Juan%204&version=RVR1960 ",,
416,Virgen de Nuestra Señora de la Caridad,"Advocación de la Virgen María bajo la cual se reúnen diversos cultos locales de España y América. Aunque No posee una iconografía definida. Bajo esta advocación existen múltiples patronazgos como en las ciudades de Sanlúcar, Cartagena, Villarrobledo, Illescas, Loja, Guadalcazar, entre otras. En América los cultos más conocidos son los de las ciudades mexicanas de Humantla y Tlaxcala y la isla de Cuba. ",,,https://es.wikipedia.org/wiki/Virgen_de_la_Caridad ,,
417,Virgen de Cayma,"Virgen de la Candelaria de Cayma, es una advocación situada en la ciudad peruana de Arequipa. La tradición sitúa su origen como un regalo de Carlos V a la región. Se le considera intercesora durante los terremotos, la erupción del Huaynaputina (1600) y las epidemias como la de cólera de 1604, que sufrió la ciudad. ",,,"https://diariocorreo.pe/edicion/arequipa/la-virgen-de-la-candelaria-es-venerada-desde-los-anos-1600-en-cayma-fotos-800962/ 
https://www.fatima.org.pe/articulo-61-la-virgen-candelaria-de-cayma-arequipa 
",,
